sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,popularity
6.41,4.920000000000001,0.01,0.93,0.5700000000000001,0.9555555555555557,1
4.79,2.86,0.04,1.36,0.53,4.385714285714285,1
3.07,1.72,0.0,1.21,0.14,0.0,1
6.949999999999999,3.7100000000000004,0.15000000000000002,2.23,0.87,0.0,1
6.42,3.42,0.0,1.95,1.02,0.9375,1
4.03,1.56,0.52,1.45,0.5,0.0,1
5.74,3.13,0.06,1.9899999999999998,0.5700000000000001,4.6,1
3.03,1.54,0.0,1.33,0.16,2.6000000000000005,1
6.01,3.25,0.0,2.23,0.54,1.1625,1
3.0,1.57,0.0,1.02,0.41,2.8000000000000003,1
2.99,1.67,0.0,1.18,0.13,0.0,1
2.99,0.12,1.16,1.26,0.45,0.0,1
4.28,2.22,0.04,1.5599999999999998,0.45999999999999996,1.3833333333333335,1
3.34,1.81,0.04,1.12,0.36,2.6999999999999997,1
2.94,2.07,0.05,0.77,0.05,0.0,1
6.74,5.61,0.0,0.4,0.74,4.242857142857143,1
5.18,2.04,0.05,2.4399999999999995,0.6600000000000001,1.64,1
3.58,1.83,0.03,1.38,0.34,3.6599999999999993,1
5.7299999999999995,4.04,0.0,1.0,0.7000000000000001,5.18,1
4.5,2.6,0.01,1.6,0.29,1.925,1
2.89,1.41,0.05,1.12,0.3,5.9,1
5.470000000000001,2.5500000000000003,0.0,2.08,0.8400000000000001,4.828571428571428,1
2.89,0.99,1.38,0.32,0.2,0.0,1
2.87,1.3,0.0,1.26,0.31,3.5,1
2.87,0.09,0.12,2.43,0.22,4.225,1
3.9800000000000004,1.26,0.04,2.15,0.53,4.04,1
2.86,2.09,0.03,0.63,0.11,4.225,1
7.569999999999999,6.55,0.0,0.34,0.68,4.075,1
4.27,2.4,0.060000000000000005,1.33,0.49,4.762499999999999,1
2.83,1.32,0.04,1.08,0.39,0.0,1
2.83,1.52,0.0,1.05,0.26,0.0,1
3.86,1.45,0.08,1.8,0.53,0.0,1
6.46,4.02,0.09,1.9899999999999998,0.36000000000000004,0.9999999999999999,1
8.620000000000001,4.5,0.11000000000000001,3.1599999999999997,0.8500000000000001,3.328571428571429,1
2.96,1.4300000000000002,0.0,1.21,0.31,0.75,1
5.84,2.37,0.03,2.6400000000000006,0.8,7.0285714285714285,1
2.81,1.46,0.09,0.87,0.38,8.2,1
3.21,2.52,0.0,0.31,0.39,0.0,1
5.379999999999999,2.65,0.0,2.12,0.6100000000000001,2.666666666666667,1
2.79,1.19,0.04,1.15,0.41,0.0,1
3.75,2.7,0.0,0.9199999999999999,0.13,0.0,1
5.35,0.55,4.26,0.37,0.18,0.0,1
3.42,2.45,0.0,0.85,0.12,1.6166666666666667,1
10.070000000000002,5.28,0.01,2.9000000000000004,1.8800000000000001,3.0888888888888886,2
5.63,2.2800000000000002,0.25,2.3600000000000003,0.72,4.9799999999999995,1
3.7299999999999995,2.0799999999999996,0.0,1.3800000000000001,0.26,1.2714285714285718,1
5.750000000000001,1.79,0.07999999999999999,3.03,0.8500000000000001,6.883333333333333,1
3.98,1.2100000000000002,0.07,2.18,0.52,5.75,1
3.51,0.94,0.06,2.04,0.47,3.425,1
4.74,2.26,0.0,1.92,0.5700000000000001,2.766666666666667,1
5.6400000000000015,4.98,0.0,0.26,0.39,2.825,1
7.5200000000000005,4.15,0.05,2.42,0.91,4.8999999999999995,1
7.319999999999999,5.08,0.01,1.53,0.6900000000000001,6.089999999999999,1
6.71,5.88,0.0,0.29000000000000004,0.54,2.9375000000000004,1
3.99,2.07,0.0,1.54,0.38,4.65,1
5.4,3.88,0.0,1.13,0.38,1.2846153846153845,1
3.0,1.73,0.01,0.99,0.27,5.333333333333333,1
3.39,1.1400000000000001,0.91,1.04,0.29000000000000004,3.2400000000000007,1
2.66,0.86,0.01,1.11,0.67,2.2333333333333334,1
2.66,1.32,0.04,1.29,0.0,0.0,1
5.369999999999999,1.5799999999999998,0.060000000000000005,2.7899999999999996,0.96,3.0875,1
2.65,1.59,0.0,0.8,0.26,6.5,1
5.55,4.539999999999999,0.060000000000000005,0.5200000000000001,0.42000000000000004,3.325,1
3.11,2.34,0.02,0.6,0.15000000000000002,0.0,1
4.67,3.4000000000000004,0.04,0.54,0.6799999999999999,0.0,1
4.25,3.69,0.0,0.13999999999999999,0.43,0.0,1
4.53,3.36,0.0,0.49,0.6699999999999999,5.666666666666666,1
2.61,0.65,0.01,1.27,0.68,5.36,1
7.64,3.6599999999999997,0.11,3.18,0.68,0.7999999999999999,1
4.779999999999999,1.7000000000000002,0.16,2.29,0.6200000000000001,3.6,1
2.6,1.86,0.11,0.55,0.08,0.0,1
8.669999999999998,1.71,0.08,4.02,2.8600000000000003,4.1875,1
3.94,3.19,0.0,0.35,0.39999999999999997,1.7,1
3.74,2.17,0.03,1.11,0.44,5.95,1
5.5200000000000005,2.9899999999999998,0.0,1.9600000000000002,0.5900000000000001,0.0,1
8.139999999999999,7.129999999999999,0.0,0.22999999999999998,0.78,2.1454545454545455,1
7.27,5.1899999999999995,0.05,1.0,1.02,0.0,1
4.73,2.7199999999999998,0.11,1.43,0.47,4.383333333333333,1
7.13,6.07,0.0,0.31,0.74,3.0,1
4.82,2.59,0.19999999999999998,1.7200000000000002,0.31,5.957142857142856,1
4.41,1.46,0.09,2.32,0.54,5.24,1
4.9,3.31,0.060000000000000005,0.99,0.55,6.15,1
6.869999999999999,0.5,1.0,2.7699999999999996,2.619999999999999,3.342857142857143,1
4.4799999999999995,4.01,0.0,0.08,0.39,6.488888888888889,1
4.21,2.69,0.0,1.2200000000000002,0.31,6.5,1
3.87,2.9,0.0,0.75,0.2,2.8000000000000003,1
2.49,1.47,0.0,0.77,0.24,0.65,1
7.260000000000001,5.14,0.03,1.06,1.03,0.0,1
2.89,1.5599999999999998,0.06,1.14,0.13,0.0,1
7.280000000000001,4.96,0.0,1.36,0.98,4.928571428571429,1
3.3600000000000003,1.7999999999999998,0.0,1.17,0.39,3.716666666666667,1
8.46,4.04,0.0,3.4399999999999995,0.99,5.266666666666667,1
3.92,2.19,0.14,1.05,0.54,0.0,1
2.44,2.12,0.0,0.25,0.07,2.9,1
2.44,1.65,0.0,0.58,0.21,0.0,1
4.98,2.83,0.0,1.88,0.29000000000000004,2.533333333333333,1
3.78,2.22,0.06,1.08,0.43000000000000005,2.342857142857143,1
2.42,1.26,0.46,0.61,0.08,3.4800000000000004,1
2.62,1.04,0.0,0.98,0.6,1.48,1
2.41,1.44,0.04,0.71,0.22,8.0,1
2.41,1.73,0.02,0.43,0.23,8.5,1
8.549999999999999,3.3400000000000003,0.09999999999999999,2.5300000000000002,2.57,1.8090909090909089,1
4.499999999999999,0.5399999999999999,0.9100000000000001,2.28,0.7799999999999999,2.25,1
2.41,2.07,0.0,0.26,0.08,8.4,1
2.4,1.28,0.01,0.9,0.21,0.0,1
4.62,2.42,0.04,1.56,0.6000000000000001,0.0,1
2.4,2.1,0.0,0.24,0.07,0.0,1
2.4899999999999998,2.3299999999999996,0.03,0.12000000000000001,0.01,3.175,1
2.96,2.02,0.0,0.66,0.27,0.0,1
2.39,2.15,0.0,0.18,0.07,6.7,1
7.63,4.65,0.0,2.4600000000000004,0.51,0.0,1
2.39,1.78,0.0,0.53,0.08,0.0,1
4.67,2.56,0.15,1.44,0.53,3.466666666666666,1
2.38,1.94,0.03,0.39,0.02,0.0,1
5.27,2.76,0.08,2.02,0.42000000000000004,3.8,1
4.11,2.46,0.01,1.33,0.31000000000000005,2.8499999999999996,1
3.84,2.29,0.0,1.08,0.47000000000000003,5.3999999999999995,1
8.12,3.54,0.05,3.5199999999999996,0.99,0.0,1
7.39,3.4,0.02,1.85,2.1399999999999997,2.7375,1
5.250000000000001,2.71,0.14,1.7000000000000002,0.68,1.2285714285714286,1
2.33,1.38,0.02,0.72,0.21,6.6,1
6.16,4.970000000000001,0.0,0.31,0.89,4.966666666666667,1
2.5599999999999996,0.9600000000000001,0.04,1.4100000000000001,0.14,2.7857142857142856,1
2.32,1.18,0.0,0.9,0.24,7.1,1
2.31,1.65,0.1,0.46,0.1,0.0,1
2.31,1.58,0.0,0.64,0.09,0.0,1
3.54,1.7200000000000002,0.09,1.37,0.35000000000000003,2.9000000000000004,1
5.9799999999999995,0.73,0.8700000000000001,2.6399999999999997,1.73,4.185714285714286,1
2.27,2.18,0.0,0.07,0.02,0.0,1
2.4899999999999998,1.06,0.04,1.01,0.39,0.9714285714285714,1
7.43,5.83,0.0,0.52,1.08,0.0,1
2.25,1.52,0.0,0.54,0.19,0.0,1
2.25,1.52,0.2,0.46,0.08,0.0,1
2.24,1.19,0.22,0.71,0.13,0.0,1
2.23,1.09,0.0,0.85,0.28,0.0,1
2.23,1.74,0.21,0.25,0.03,0.0,1
2.23,1.29,0.0,0.83,0.11,0.0,1
3.63,1.81,0.0,1.4600000000000002,0.36,5.142857142857143,1
3.8700000000000006,1.85,0.16,1.37,0.5,0.0,1
3.7199999999999998,2.96,0.0,0.19999999999999998,0.57,0.0,1
5.3100000000000005,4.13,0.0,0.68,0.5,5.833333333333334,1
3.75,2.3,0.04,1.0,0.42000000000000004,4.266666666666666,1
2.2,0.15,2.05,0.0,0.0,0.0,1
2.2,1.06,0.0,0.9,0.23,7.3,1
6.32,3.56,0.0,2.08,0.6900000000000001,0.9625,1
3.6599999999999997,0.65,0.9300000000000002,1.58,0.49000000000000005,2.7750000000000004,1
2.33,1.69,0.0,0.55,0.1,1.8800000000000003,1
4.28,2.37,0.08,1.23,0.5900000000000001,0.0,1
2.93,1.04,0.04,1.44,0.41000000000000003,4.55,1
2.18,1.92,0.0,0.2,0.06,8.7,1
5.2,1.95,0.09,2.46,0.7000000000000002,0.0,1
2.5,1.42,0.0,0.84,0.25,0.0,1
2.82,1.1099999999999999,0.0,1.31,0.41,0.0,1
2.16,1.5,0.0,0.46,0.19,6.0,1
2.16,1.23,0.0,0.83,0.1,0.0,1
2.16,0.36,0.09,1.4,0.32,0.0,1
2.15,1.5,0.02,0.55,0.08,0.0,1
4.289999999999999,1.7799999999999998,0.23000000000000004,1.75,0.54,0.0,1
2.14,0.52,0.0,1.03,0.59,6.1,1
4.240000000000001,1.96,0.77,1.33,0.18,1.2777777777777777,1
2.13,1.04,0.0,0.81,0.27,0.0,1
2.13,1.99,0.0,0.12,0.02,0.0,1
3.7299999999999995,3.04,0.02,0.51,0.13999999999999999,6.22,1
5.45,4.6499999999999995,0.04,0.35,0.4200000000000001,1.1,1
2.54,1.51,0.0,0.81,0.24000000000000002,0.0,1
2.09,1.77,0.02,0.13,0.17,4.933333333333334,1
4.68,2.5399999999999996,0.0,1.67,0.48,1.0125000000000002,1
4.01,2.5300000000000002,0.0,1.1400000000000001,0.34,0.7666666666666666,1
2.08,0.46,0.96,0.42,0.25,1.72,1
2.71,2.39,0.0,0.27999999999999997,0.04,5.533333333333333,1
2.69,2.5,0.0,0.0,0.18000000000000002,0.0,1
3.79,2.2399999999999998,0.03,1.1099999999999999,0.41000000000000003,7.225,1
3.83,2.55,0.01,0.8400000000000001,0.43,3.3599999999999994,1
2.07,1.54,0.0,0.46,0.08,0.0,1
2.07,1.35,0.0,0.53,0.19,0.0,1
2.44,0.82,0.05,1.2000000000000002,0.35,0.0,1
3.9499999999999997,1.76,0.0,1.4300000000000002,0.76,1.9444444444444449,1
2.12,1.84,0.01,0.09,0.17,3.16,1
2.06,0.68,0.79,0.46,0.13,3.033333333333333,1
5.96,2.7100000000000004,0.02,2.49,0.7300000000000001,2.142857142857143,1
3.76,1.27,0.08,1.96,0.45,1.8,1
2.16,1.2,0.04,0.7,0.21,3.3200000000000003,1
6.870000000000001,2.49,0.12,2.5199999999999996,1.7800000000000002,1.7600000000000002,1
2.05,0.0,2.05,0.0,0.0,0.0,1
2.05,0.75,0.54,0.53,0.22,3.62,1
4.04,3.1,0.0,0.52,0.43,4.58,1
3.4299999999999997,1.6,0.0,1.37,0.46,0.0,1
5.1899999999999995,4.09,0.0,0.8300000000000001,0.24000000000000002,0.6666666666666667,1
2.04,1.74,0.0,0.02,0.28,0.0,1
2.04,0.29,1.43,0.22,0.1,9.5,1
2.04,0.48,0.02,1.28,0.25,8.6,1
2.04,1.45,0.01,0.41,0.16,8.6,1
3.26,1.5999999999999999,0.06,1.17,0.45,0.0,1
3.39,1.7199999999999998,0.0,1.28,0.39000000000000007,2.8000000000000003,1
2.81,2.22,0.0,0.27,0.30000000000000004,1.6800000000000002,1
2.51,1.16,0.0,1.09,0.27,1.775,1
3.92,1.1300000000000001,0.0,2.33,0.45999999999999996,5.014285714285714,1
2.65,1.81,0.0,0.6,0.25,2.6,1
4.21,1.5000000000000002,0.04,2.05,0.6300000000000001,1.9666666666666666,1
2.0,0.48,0.0,1.27,0.24,6.9,1
3.9899999999999998,1.94,0.0,1.59,0.48,5.562500000000001,1
1.99,0.95,0.27,0.64,0.13,8.8,1
3.1500000000000004,1.08,0.09,1.6,0.4,5.5249999999999995,1
3.09,1.17,0.01,1.5,0.41000000000000003,0.0,1
1.97,1.84,0.0,0.11,0.02,0.0,1
3.79,1.96,0.06,1.29,0.48,1.5833333333333333,1
2.6799999999999997,1.29,0.0,1.0899999999999999,0.30000000000000004,1.6666666666666665,1
1.96,0.5,0.63,0.5,0.33,2.8000000000000003,1
3.17,2.72,0.0,0.35000000000000003,0.09,2.2,1
3.95,1.98,0.05,1.3800000000000001,0.55,2.4333333333333336,1
3.0599999999999996,1.35,0.0,1.57,0.14,2.81,1
2.5,1.4000000000000001,0.0,0.98,0.13,0.0,1
2.9800000000000004,1.51,0.0,1.25,0.23000000000000004,2.283333333333333,1
3.3,1.6400000000000001,0.03,1.2,0.42000000000000004,5.983333333333333,1
1.94,0.59,0.0,1.23,0.13,0.0,1
3.97,2.86,0.0,0.9000000000000001,0.2,0.0,1
2.19,1.14,0.0,0.79,0.26,2.9333333333333336,1
1.94,0.82,0.04,0.94,0.16,0.0,1
1.94,1.41,0.03,0.42,0.07,0.0,1
3.3600000000000003,2.0300000000000002,0.0,1.07,0.26,6.72,1
1.93,0.34,1.3,0.26,0.03,1.6199999999999999,1
1.93,1.48,0.0,0.39,0.06,0.0,1
1.92,1.03,0.0,0.8,0.09,0.0,1
1.92,0.92,0.41,0.53,0.06,9.4,1
1.92,0.76,0.0,0.96,0.2,5.6499999999999995,1
2.36,1.28,0.0,0.8099999999999999,0.27,0.0,1
1.9,1.03,0.03,0.75,0.09,9.2,1
1.89,1.04,0.0,0.66,0.19,0.0,1
1.88,0.25,1.48,0.12,0.03,0.0,1
2.7499999999999996,1.62,0.0,0.86,0.27,4.4,1
1.88,1.28,0.0,0.44,0.17,0.0,1
1.88,0.89,0.09,0.69,0.21,0.0,1
2.09,1.5899999999999999,0.03,0.39999999999999997,0.07,0.0,1
1.87,0.22,0.04,1.47,0.14,2.9333333333333336,1
3.63,1.6199999999999999,0.0,0.53,1.49,2.1333333333333333,1
1.87,1.05,0.08,0.48,0.26,5.3999999999999995,1
2.99,0.45,0.0,1.9300000000000002,0.61,1.6,1
